school_id,school,pathway,division,sector,class_year,grade11_school_year,nmsf_count,nmsf_status,nmsf_source_title,nmsf_source_url,nmsf_source_date,nmsf_source_hash,nmsf_source_scope,grade11_enrollment,enrollment_status,enrollment_source_title,enrollment_source_url,enrollment_source_date,enrollment_source_hash,enrollment_source_rows,nmsf_per_100_grade11,notes
rock_ridge_high_school,Rock Ridge High School,Loudoun,LCPS,Public,2021,2019-20,,source_pending,,,,,,353,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_052,,
rock_ridge_high_school,Rock Ridge High School,Loudoun,LCPS,Public,2022,2020-21,,source_pending,,,,,,354,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_052,,
rock_ridge_high_school,Rock Ridge High School,Loudoun,LCPS,Public,2023,2021-22,,source_pending,,,,,,340,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_052,,
rock_ridge_high_school,Rock Ridge High School,Loudoun,LCPS,Public,2024,2022-23,,source_pending,,,,,,348,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_052,,
rock_ridge_high_school,Rock Ridge High School,Loudoun,LCPS,Public,2025,2023-24,,source_pending,,,,,,364,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_052,,
rock_ridge_high_school,Rock Ridge High School,Loudoun,LCPS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2019,2017-18,,source_pending,,,,,,384,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_055,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2020,2018-19,,source_pending,,,,,,425,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_055,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2021,2019-20,,source_pending,,,,,,480,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_055,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2022,2020-21,,source_pending,,,,,,417,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_055,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2023,2021-22,,source_pending,,,,,,416,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_055,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2024,2022-23,,source_pending,,,,,,441,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_055,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2025,2023-24,,source_pending,,,,,,432,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_055,,
stone_bridge_high_school,Stone Bridge High School,Loudoun,LCPS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2019,2017-18,,source_pending,,,,,,405,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_057,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2020,2018-19,,source_pending,,,,,,380,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_057,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2021,2019-20,,source_pending,,,,,,327,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_057,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2022,2020-21,,source_pending,,,,,,373,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_057,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2023,2021-22,,source_pending,,,,,,325,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_057,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2024,2022-23,,source_pending,,,,,,353,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_057,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2025,2023-24,,source_pending,,,,,,380,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_057,,
tuscarora_high_school,Tuscarora High School,Loudoun,LCPS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2019,2017-18,,source_pending,,,,,,391,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_065,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2020,2018-19,,source_pending,,,,,,422,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_065,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2021,2019-20,,source_pending,,,,,,399,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_065,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2022,2020-21,,source_pending,,,,,,355,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_065,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2023,2021-22,,source_pending,,,,,,392,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_065,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2024,2022-23,,source_pending,,,,,,364,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_065,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2025,2023-24,,source_pending,,,,,,402,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_065,,
woodgrove_high_school,Woodgrove High School,Loudoun,LCPS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2019,2017-18,,source_pending,,,,,,735,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_009,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2020,2018-19,,source_pending,,,,,,804,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_009,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2021,2019-20,,source_pending,,,,,,704,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_009,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2022,2020-21,,source_pending,,,,,,767,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_009,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2023,2021-22,,source_pending,,,,,,640,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_009,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2024,2022-23,,source_pending,,,,,,582,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_009,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2025,2023-24,,source_pending,,,,,,551,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_009,,
battlefield_high_school,Battlefield High School,Prince William,PWCS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2019,2017-18,,source_pending,,,,,,268,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_010,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2020,2018-19,,source_pending,,,,,,254,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_010,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2021,2019-20,,source_pending,,,,,,242,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_010,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2022,2020-21,,source_pending,,,,,,264,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_010,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2023,2021-22,,source_pending,,,,,,205,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_010,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2024,2022-23,,source_pending,,,,,,232,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_010,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2025,2023-24,,source_pending,,,,,,218,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_010,,
brentsville_district_high_school,Brentsville District High School,Prince William,PWCS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2019,2017-18,,source_pending,,,,,,486,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_016,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2020,2018-19,,source_pending,,,,,,672,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_016,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2021,2019-20,,source_pending,,,,,,712,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_016,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2022,2020-21,,source_pending,,,,,,692,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_016,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2023,2021-22,,source_pending,,,,,,690,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_016,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2024,2022-23,,source_pending,,,,,,762,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_016,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2025,2023-24,,source_pending,,,,,,684,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_016,,
charles_j_colgan_sr_high_school,Charles J. Colgan Sr. High School,Prince William,PWCS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2019,2017-18,,source_pending,,,,,,519,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_021,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2020,2018-19,,source_pending,,,,,,517,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_021,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2021,2019-20,,source_pending,,,,,,486,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_021,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2022,2020-21,,source_pending,,,,,,566,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_021,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2023,2021-22,,source_pending,,,,,,564,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_021,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2024,2022-23,,source_pending,,,,,,504,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_021,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2025,2023-24,,source_pending,,,,,,593,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_021,,
forest_park_high_school,Forest Park High School,Prince William,PWCS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2019,2017-18,,source_pending,,,,,,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_022;sheet6_row_023,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2020,2018-19,,source_pending,,,,,,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_022;sheet6_row_023,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2021,2019-20,,source_pending,,,,,,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_022;sheet6_row_023,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2022,2020-21,,source_pending,,,,,,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_022;sheet6_row_023,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2023,2021-22,,source_pending,,,,,,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_022;sheet6_row_023,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2024,2022-23,,source_pending,,,,,,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_022;sheet6_row_023,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2025,2023-24,,source_pending,,,,,,,ambiguous_source_name,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_022;sheet6_row_023,,
freedom_high_school_woodbridge,Freedom High School (Woodbridge),Prince William,PWCS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2019,2017-18,,source_pending,,,,,,597,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_025,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2020,2018-19,,source_pending,,,,,,612,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_025,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2021,2019-20,,source_pending,,,,,,510,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_025,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2022,2020-21,,source_pending,,,,,,536,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_025,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2023,2021-22,,source_pending,,,,,,524,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_025,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2024,2022-23,,source_pending,,,,,,568,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_025,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2025,2023-24,,source_pending,,,,,,612,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_025,,
gar_field_high_school,Gar-Field High School,Prince William,PWCS,Public,2026,2024-25,,source_pending,,,,,,,source_year_not_in_seed,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,,,
gainesville_high_school,Gainesville High School,Prince William,PWCS,Public,2019,2017-18,,source_pending,,,,,,,not_applicable,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_024,,Opened 2021–22
gainesville_high_school,Gainesville High School,Prince William,PWCS,Public,2020,2018-19,,source_pending,,,,,,,not_applicable,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_024,,Opened 2021–22
gainesville_high_school,Gainesville High School,Prince William,PWCS,Public,2021,2019-20,,source_pending,,,,,,,not_applicable,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_024,,Opened 2021–22
gainesville_high_school,Gainesville High School,Prince William,PWCS,Public,2022,2020-21,,source_pending,,,,,,,not_applicable,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_024,,Opened 2021–22
gainesville_high_school,Gainesville High School,Prince William,PWCS,Public,2023,2021-22,,source_pending,,,,,,224,reported,NCES CCD Public Elementary/Secondary School Universe Survey via ELSI export,http://nces.ed.gov/ccd/elsi/,,a7e041846b405a3a54c18c69e80918d375229f1c0423a98bfd3b6fb414ba157f,sheet6_row_024,,Opened 2021–22
